OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
4812,2010,CA,CCO,LAC,COLIMA,,2010/09/16 00:00:00+00,2010/09/16 00:00:00+00,10,5,1,11.20271, ,,,209528,,2010,66082.6796875,1339.27508400443
4813,2010,CA,CCO,LAC,OLIVE,NPS499,2010/06/28 00:00:00+00,2010/06/28 00:00:00+00,14,4,1,1.121484,identified from GoogleEarth based on detailed description. Accuracy 20m? nps,,,499,,2010,6671.13476872444,289.537479303093
4814,2010,CA,CCO,LAC,LOST,NPS509,2010/07/02 00:00:00+00,2010/07/02 00:00:00+00,2,1,1,19.18518,cause= Las Virgenes MWD weedwhacker. Accuracy 5m by NPS ,,,509,,2010,113589.55859375,1548.87335360193
4815,2010,CA,CCO,LAC,QUEENS,NPS762,2010/09/15 00:00:00+00,2010/09/15 00:00:00+00,14,5,1,4.970605,"Cause= unknown, presumed human. Accuracy 200m by NPS from site description. nps",,,762,,2010,29575.6772108078,609.63835263326
5001,2009,CA,CCO,LAC,TERREBONNE,000059,2009/06/03 00:00:00+00,2009/06/04 00:00:00+00,1,6,1,19.08557,"LAC, ANF",,,000059,,2000,113035.39453125,1661.21633402609
5002,2009,CA,CCO,LAC,CANYON,000109,2009/07/19 00:00:00+00,2009/07/19 00:00:00+00,2,6,1,38.44999, ,,,000109,,2000,229861.43359375,2805.92329036839
5003,2009,CA,USF,LAC,HILLSIDE,000158,2009/09/25 00:00:00+00,2009/09/26 00:00:00+00,14,6,1,96.74557,"LAC, ANF",,,000158,,2000,580169.8046875,4193.74824484198
5004,2009,CA,CCO,LAC,VALLEY,111123,2009/05/18 00:00:00+00,2009/05/18 00:00:00+00,3,7,1,130.8039,,,,111123,,2000,785236.3359375,8231.90349016892
5005,2009,CA,CCO,LAC,GRAVE,119498,2009/05/28 00:00:00+00,2009/05/28 00:00:00+00,14,7,1,262.0889,,,,119498,,2000,1571855.53515625,6644.86405017172
5006,2009,CA,CCO,LAC,G,124883,2009/06/04 00:00:00+00,2009/06/04 00:00:00+00,14,7,1,215.0833,,,,124883,,2000,1291989.64453125,12354.7226401133
5007,2009,CA,CCO,LAC,PARK,000427,2009/07/14 00:00:00+00,2009/07/14 00:00:00+00,8,1,1,1.502962,"kids started grassfire. Ground GPS by NPS, accuracy 10m",,,13,,2000,8934.58326983452,335.07514061929
5008,2009,CA,CCO,LAC,STATE PARK,144299,2009/06/28 00:00:00+00,2009/06/29 00:00:00+00,14,7,1,141.5527,,,,144299,,2000,851431.81640625,5270.82969999475
5009,2009,CA,CCO,LAC,GOLF,155653,2009/07/11 00:00:00+00,2009/07/11 00:00:00+00,14,7,1,88.33082,,,,155653,,2000,530483.07421875,3301.19336201053
5010,2009,CA,CCO,LAC,MARSHALL,156681,2009/07/12 00:00:00+00,2009/07/12 00:00:00+00,14,1,1,14.13487,,,,156681,,2000,83724.91796875,2524.25707741311
5011,2009,CA,CCO,LAC,SLOAN,160829,2009/07/17 00:00:00+00,2009/07/17 00:00:00+00,10,7,1,81.81142,,,,160829,,2000,488611.8671875,5258.0579915046
5012,2009,CA,CCO,LAC,PV,194372,2009/08/27 00:00:00+00,2009/08/28 00:00:00+00,11,7,1,234.2768,,,,194372,,2000,1374980.1484375,8423.82123243287
5013,2009,CA,CCO,LAC,DIAMOND,250651,2009/11/03 00:00:00+00,2009/11/04 00:00:00+00,10,7,1,155.2837,,,,250651,,2000,917125.0390625,9153.25483766503
5014,2009,CA,CCO,LAC,MT ST MARYS,000426,2009/07/08 00:00:00+00,2009/07/08 00:00:00+00,2,5,1,35.07367,"1244hr weed clearance ignit, accuracy 20m from oblique air photo",,,8,,2000,207474.70703125,2833.72445613219
5015,2009,CA,CCO,LAC,ROMDELL,000505,2009/08/22 00:00:00+00,2009/08/22 00:00:00+00,14,6,1,5.428401,"ignit unkn, lt grass+mustard, calm, terrain driven, flames 2-3ft, accuracy 20m",,,9,,2000,32154.81640625,839.891315100983
5166,2009,CA,CCO,LAC,EE RANCH,,2009/05/09 00:00:00+00,2009/05/09 00:00:00+00,2,5,1,6.031826,Caused by weedwhacker,,,6,,2000,35720.20703125,911.773453441359
5227,2008,CA,CCO,LAC,LOST,193741,2008/08/26 00:00:00+00,2008/08/26 00:00:00+00,8,7,1,167.1212,Fire started on an established trail. Presume human caused. ,,,193741,,2000,989520.03125,7768.83970663695
5228,2008,CA,CCO,LAC,D,202679,2008/09/06 00:00:00+00,,,7,,64.27667,,,,202679,,2000,386481.94140625,4596.91894007937
5229,2008,CA,CCO,LAC,SESNON,231953,2008/10/13 00:00:00+00,,,7,,14701.31,,,,231953,,2000,87409322.4921875,92236.6934473669
5230,2008,CA,CCO,LAC,STORRS,110146,2008/05/16 00:00:00+00,,,7,,81.80362,,,,110146,,2000,483370.859375,3280.41718616368
5354,2008,CA,CCO,LAC,WESTLAKE,,2008/05/01 00:00:00+00,2008/05/01 00:00:00+00,14,1,1,0.310683,"Unknown, presumed human cause by road. Ground GPS by NPS. Perim=circle 0.3ac",,,11,,2000,1847.01292955875,152.349102398046
5355,2008,CA,CCO,LAC,MULHOLLAND,,2008/01/17 00:00:00+00,2008/01/17 00:00:00+00,14,1,1,0.09403633,"Unknown, presumed human cause by road. Ground GPS by NPS. Perim=circle 0.1ac",,,12,,2000,558.822930693626,83.7996184617152
5356,2008,CA,CCO,LAC,TRIUNFO,,2008/06/04 00:00:00+00,2008/06/04 00:00:00+00,14,8,1,0.4853166,Unknown presumed human ignition. 2 small spotfires unmapped. Perim=circle 0.5ac,,,13,,2000,2885.52104699612,190.421970609564
5357,2008,CA,CCO,LAC,TOPANGA,,2008/08/26 00:00:00+00,2008/08/26 00:00:00+00,10,8,1,1.006243,"vehicle fire into brush, perim=circle 1.0ac",,,14,,2000,5973.39688611031,273.977953669736
5358,2008,CA,CCO,LAC,KANAN,,2008/09/27 00:00:00+00,2008/09/27 00:00:00+00,14,8,1,2.019844,"Unknown, presumed human cause by road. Perim=circle 2.0ac",,,15,,2000,11995.1416695118,388.246565713751
5606,2007,CA,CCO,LAC,OCTOBER,00246393,2007/10/21 00:00:00+00,2007/10/23 00:00:00+00,14,8,1,25.73671,,,,00233414,,2000,153290.078125,2305.25840789102
5607,2007,CA,CCO,LAC,MAGIC,00233077,2007/10/22 00:00:00+00,2007/10/25 00:00:00+00,14,8,1,2824.877,,,,00233077,,2000,16834546.8476562,24761.5896440095
5609,2007,CA,CCO,LAC,EMMA,00201384,2007/09/11 00:00:00+00,2007/09/11 00:00:00+00,14,8,1,172.215,,,,00201384,,2000,1028760.890625,7431.46791380948
5610,2007,CA,CCO,LAC,CORRAL,00259483,2007/11/24 00:00:00+00,2007/11/27 00:00:00+00,14,8,1,4707.997,,,,00259483,,2000,27826958.3789062,27685.171836133
5611,2007,CA,CCO,LAC,GORMAN,00109398,2007/05/19 00:00:00+00,2007/05/22 00:00:00+00,14,8,1,2373.845,,,,00109398,,2000,14266522.2382812,24006.6815147438
5612,2007,CA,CCO,LAC,WEST,00148311,2007/07/07 00:00:00+00,2007/07/08 00:00:00+00,14,8,1,245.234,,,,00148311,,2000,1474671.3984375,7170.58390706338
5613,2007,CA,CCO,LAC,PEARBLOSSOM,00177427,2007/08/13 00:00:00+00,2007/08/14 00:00:00+00,14,8,1,81.0335,,,,00177427,,2000,484113.8125,5011.16501914232
5614,2007,CA,CCO,LAC,SKYLINE,00183643,2007/08/21 00:00:00+00,2007/08/23 00:00:00+00,14,8,1,95.41856,,,,00183643,,2000,563161.4453125,4332.95259919261
5615,2007,CA,CCO,LAC,SESNON,00231876,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,14,8,1,30.30142,,,,00231876,,2000,180152.71875,2032.10677887701
5616,2007,CA,CCO,LAC,SOLEDAD,00233414,2007/10/22 00:00:00+00,2007/10/23 00:00:00+00,14,8,1,44.16777,,,,00233414,,2000,263363.33203125,2494.11180001473
5617,2007,CA,CCO,LAC,Y,00233912,2007/10/23 00:00:00+00,,14,,1,22.49173,,,,00233912,,2000,134216.59765625,2016.15607241837
5627,2007,CA,CCO,LAC,PEARBLOSSOM,00080271,2007/04/12 00:00:00+00,2007/04/13 00:00:00+00,14,8,1,77.80277,,,,00080271,,2000,464902.3046875,6286.10996821588
5628,2007,CA,CCO,LAC,ISLAND,00102481,2007/05/10 00:00:00+00,2007/05/17 00:00:00+00,14,8,1,4722.966,,,,00102481,,2000,27470950.1757812,36823.8808184177
5629,2007,CA,CCO,LAC,CANYON,00148415,2007/07/07 00:00:00+00,,14,,1,743.4799,,,,00148415,,2000,4437599.67578125,14944.9189727201
5630,2007,CA,CCO,LAC,FAIRMONT,00193853,2007/09/01 00:00:00+00,2007/09/08 00:00:00+00,14,8,1,211.6219,,,,00193853,,2000,1269857.5234375,5769.21304747602
5634,2007,CA,CCO,LAC,MEADOW RIDGE,00233523,2007/10/23 00:00:00+00,2007/10/25 00:00:00+00,14,8,1,39.10847,,,,00233523,,2000,232823.73828125,4091.65286380833
5651,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007/05/08 00:00:00+00,,3,7,1,747.8984,NPS from BARC imagery and air photo interp. Presumed accuracy 30m,,,00000002,,2000,4427910.23828125,15010.920327604
5652,2007,CA,LRA,LAC,BARHAM,00000000,2007/03/30 00:00:00+00,2007/03/31 00:00:00+00,8,7,1,224.3276,"NPS from BARC, air photo interp. Presumed accuracy 30m. Suppress by LA City?",,,00000001,,2000,1328555.58984375,6131.23939583745
5657,2007,CA,CCO,LAC,TRIUNFO,00000313,2007/05/09 00:00:00+00,2007/05/09 00:00:00+00,9,8,1,0.3089809,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",,,00000313,,2000,1829.23828125,151.80817231436
5669,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007/08/14 00:00:00+00,2007/08/14 00:00:00+00,14,5,1,4.961969,"perim = 5ac circle, by NPS, from oblique air photo. Cause unknown",,,00000003,,2000,29371.53515625,607.790258732503
5670,2007,CA,CCO,LAC,AGOURA,00000420,2007/06/21 00:00:00+00,2007/06/21 00:00:00+00,9,1,1,0.8084014,"NPS by ground GPS. Accuracy 20m. cause = ukn, presumed human",,,00000420,,2000,4787.4375,392.491296947771
5671,2007,CA,CCO,LAC,KANAN,00000457,2007/07/03 00:00:00+00,2007/07/03 00:00:00+00,2,1,1,0.5139439,NPS by ground GPS. Accuracy 20m. presumed cause = weed abatement,,,00000457,,2000,3042.2421875,244.790085181833
5672,2007,CA,CCO,LAC,FLORES,00000535,2007/08/05 00:00:00+00,2007/08/05 00:00:00+00,10,1,1,0.09350429,"NPS by ground GPS. Cause = vehicle fire, accuracy 10m",,,00000535,,2000,552.8125,83.4544081479223
5673,2007,CA,CCO,LAC,AGOURA 2,00000677,2007/10/07 00:00:00+00,2007/10/07 00:00:00+00,7,1,1,2.014412,"NPS by ground GPS. arson suspected, accuracy 20m",,,00000677,,2000,11930.51171875,387.451963204286
5674,2007,CA,CCO,LAC,VIRGENES,00000717,2007/11/03 00:00:00+00,2007/11/03 00:00:00+00,9,7,1,0.01678047,"Cause unkn, presumed human, NPS by driveby recon, presumed accuracy 90m",,,00000717,,2000,99.37890625,35.3861382537816
5720,2007,CA,CDF,LAC,NORTH,00000129,2007/09/02 00:00:00+00,2007/09/02 00:00:00+00,1,8,1,2122.343,,,,00000129,,2000,12651429.6171875,19154.0742605486
5867,2007,CA,CCO,LAC,BUCKWEED,00000167,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,8,2,1,38347.47,LACo # 232185,,,00000167,,2000,229093053.527344,113267.992876298
5934,2007,CA,NPS,LAC,LATIGO CANYON,00000285,2007/04/26 00:00:00+00,2007/04/26 00:00:00+00,9,8,1,0.09348453,"NPS from unkn source. Presumed accuracy 30m, cause unkn, presumed human",,,00000285,,2000,552.44921875,83.4273857600336
5944,2007,CA,NPS,LAC,LATIGO,00000350,2007/05/23 00:00:00+00,2007/05/23 00:00:00+00,2,1,1,0.197764,NPS by ground GPS. Accuracy 10m. cause = welding torch,,,00000350,,2000,1168.8125,121.347626738322
5987,2006,CA,CCO,LAC,POPPY FIRE,00184014,2006/08/25 00:00:00+00,2006/08/25 00:00:00+00,14,1,1,372.1154,,,,00184014,,2000,2233987.40234375,8682.35126655584
5988,2006,CA,CCO,LAC,HWY 138 & 300 WEST FIRE,00158182,2006/07/23 00:00:00+00,2006/07/23 00:00:00+00,14,1,1,192.6109,,,,00158182,,2000,1158290.4921875,9965.15199509604
6011,2006,CA,CCO,LAC,EMPIRE,00157696,2006/07/22 00:00:00+00,2006/07/25 00:00:00+00,14,7,1,1063.158,,,,00157696,,2000,6190967.453125,17788.7223298357
6012,2006,CA,CCO,LAC,QUAIL FIRE,00174794,2006/08/13 00:00:00+00,2006/08/17 00:00:00+00,14,7,1,4769.777,,,,00174794,,2000,28697945.1601562,38442.5364107104
6013,2006,CA,CCO,LAC,HIGHLAND FIRE,00157141,2006/07/22 00:00:00+00,2006/07/22 00:00:00+00,14,7,1,145.7828,,,,00157141,,2000,869486.109375,6552.20716088164
6060,2006,CA,CCO,LAC,JOHNSON ROAD FIRE,00175756,2006/07/18 00:00:00+00,2006/07/18 00:00:00+00,14,1,1,110.6591,,,,00175756,,2000,663497.1953125,3283.14827633956
6061,2006,CA,CCO,LAC,CROSS FIRE,06186247,2006/08/28 00:00:00+00,2006/08/31 00:00:00+00,14,8,1,664.7448,,,,00000193,,2000,3959033.1953125,15863.2549776135
6144,2006,CA,CCO,LAC,LATIGO,00029215,2006/02/08 00:00:00+00,2006/02/09 00:00:00+00,10,1,1,36.62501,"Latigo Fire, cause = stolen car lit on fire and abandoned",,,00029215,,2000,216606.5234375,4464.85547556258
6301,2005,CA,CCO,LAC,TOVEY,05141999,2005/07/05 00:00:00+00,2005/07/08 00:00:00+00,14,1,1,983.473,,,,05141999,,2000,5879855.3125,17471.3743286342
6531,2005,CA,CCO,LAC,D,00134950,2005/06/27 00:00:00+00,2005/06/28 00:00:00+00,14,8,1,147.3097,,,,00000000,,2000,885478.87890625,7899.66595916023
6532,2005,CA,CCO,LAC,TOPANGA,00208724,2005/09/28 00:00:00+00,2005/10/10 00:00:00+00,14,8,1,23396.39,,,,00000000,,2000,138815034.363281,168301.368837307
6538,2005,CA,CCO,LAC,SIERRA,00149034,2005/07/13 00:00:00+00,2005/04/14 00:00:00+00,8,8,1,364.3786,,,,00000000,,2000,2176595.1484375,11994.7678114112
6539,2005,CA,CCO,LAC,SAN CLEMENTE,00148153,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,14,8,1,179.3562,,,,00000000,,2000,1052707.66015625,7377.70727483942
6540,2005,CA,CCO,LAC,RANGE,00153000,2005/07/19 00:00:00+00,2005/07/19 00:00:00+00,7,8,1,238.9379,,,,00000000,,2000,1432929.796875,6491.05678471748
6541,2005,CA,CCO,LAC,QUINN,00163678,2005/08/01 00:00:00+00,2005/08/01 00:00:00+00,2,8,1,135.9906,,,,00000000,,2000,811177.48046875,5069.69834147731
6542,2005,CA,CCO,LAC,QUARTZ,00142171,2005/07/06 00:00:00+00,2005/07/06 00:00:00+00,14,8,1,127.2757,,,,00000000,,2000,763276.2109375,4892.63996561993
6543,2005,CA,CCO,LAC,GORMAN,00189367,2005/09/03 00:00:00+00,2005/09/06 00:00:00+00,14,8,1,2515.941,,,,00000000,,2000,15139227.9453125,25755.7111390024
6544,2005,CA,CCO,LAC,PALMDALE,00138081,2005/07/01 00:00:00+00,2005/07/01 00:00:00+00,7,8,1,140.4415,,,,00000000,,2000,840639.703125,4439.38616563015
6545,2005,CA,CCO,LAC,OAK,00133371,2005/06/25 00:00:00+00,2005/06/25 00:00:00+00,2,8,1,133.6879,,,,00000000,,2000,798078.8203125,6832.66509859933
6546,2005,CA,CCO,LAC,MUNZ,00134919,2005/06/27 00:00:00+00,2005/06/28 00:00:00+00,7,8,1,1183.535,,,,00000000,,2000,7101765.7265625,22936.3675586531
6587,2004,CA,CCO,LAC,MUNZ,00183690,2004/09/05 00:00:00+00,2004/09/06 00:00:00+00,7,6,1,267.4607,,,,00183690,,2000,1603892.9609375,8611.71809289154
6588,2004,CA,CCO,LAC,FOOTHILL,00146068,2004/07/17 00:00:00+00,2004/07/25 00:00:00+00,7,6,1,5969.518,,,,00146068,,2000,35544462.125,48433.9643936273
6590,2004,CA,CCO,LAC,WAYSIDE,00090871,2004/05/03 00:00:00+00,2004/05/04 00:00:00+00,9,6,1,90.6327,,,,00090871,,2000,540784.453125,5679.53092976618
6591,2004,CA,CCO,LAC,PINE,00142168,2004/07/12 00:00:00+00,2004/07/23 00:00:00+00,9,6,1,16271.65,,,,00142168,,2000,97749222.6523438,111607.95097265
6974,2003,CA,CCO,LAC,PACIFIC,00004293,2003/01/06 00:00:00+00,2003/01/10 00:00:00+00,13,1,1,805.6346,,,,00004293,,2000,4760533.16796875,35569.1918088195
6975,2003,CA,CCO,LAC,AIRPORT,00004054,2003/01/06 00:00:00+00,2003/01/06 00:00:00+00,13,7,1,142.8408,,,,00004054,,2000,831471.82421875,7375.82560968192
6976,2003,CA,CCO,LAC,WEST,00113933,2003/06/06 00:00:00+00,2003/06/06 00:00:00+00,11,6,1,110.5337,,,,00113933,,2000,663503.02734375,5689.49880901461
6977,2003,CA,CCO,LAC,DULCE,00136159,2003/07/05 00:00:00+00,2003/07/05 00:00:00+00,8,1,1,151.5897,,,,00136159,,2000,904821.34375,5365.40635255137
6978,2003,CA,CCO,LAC,SAGE,00181907,2003/09/02 00:00:00+00,2003/09/02 00:00:00+00,11,6,1,21.87809,,,,00181907,,2000,130702.5859375,2199.14989731196
6979,2003,CA,CCO,LAC,HAUSER,00150988,2003/07/24 00:00:00+00,2003/07/27 00:00:00+00,11,7,1,2038.864,,,,00150988,,2000,12196543.0351562,23554.6751830322
6980,2003,CA,CCO,LAC,LOS ALAMOS,00174407,2003/08/23 00:00:00+00,2003/08/23 00:00:00+00,16,6,1,302.7944,,,,00174407,,2000,1817456.5625,8178.17761541126
6981,2003,CA,CCO,LAC,GORMAN,00200343,2003/09/27 00:00:00+00,2003/09/27 00:00:00+00,16,6,1,175.1584,,,,00200343,,2000,1053417.1953125,6074.02341145634
6982,2003,CA,CCO,LAC,AQUEDUCT,00211757,2003/10/13 00:00:00+00,2003/10/13 00:00:00+00,2,7,1,356.0853,,,,00211757,,2000,2140447.26171875,9435.83192491982
7069,2003,CA,CCO,LAC,VERDALE,00220027,2003/10/24 00:00:00+00,2003/10/28 00:00:00+00,16,7,1,8474.283,,,,00220027,,2000,50526532.9335938,50843.3448644878
7070,2003,CA,CCO,LAC,WILDWOOD,00217933,2003/10/21 00:00:00+00,2003/10/21 00:00:00+00,3,7,1,68.41597,,,,00217933,,2000,405757.80078125,3158.03743400019
7361,2002,CA,CCO,LAC,FREEWAY FIRE I,00153545,2002/07/09 00:00:00+00,2002/07/09 00:00:00+00,7,6,1,64.8705,,,,00153545,,2000,386159.23046875,5259.46068033552
7362,2002,CA,CCO,LAC,PLACERITA FIRE,00137505,2002/07/08 00:00:00+00,2002/07/08 00:00:00+00,7,7,1,358.8925,,,,00137505,,2000,2137673.9375,13909.7060333086
7363,2002,CA,CCO,LAC,COPCO FIRE,00001949,2002/06/18 00:00:00+00,2002/06/20 00:00:00+00,14,7,1,1404.16,,,,00001949,,2000,8435124.25390625,15282.2212507891
7364,2002,CA,CCO,LAC,COPPER FIRE,00112310,2002/06/05 00:00:00+00,2002/06/12 00:00:00+00,2,7,1,19101.64,,,,00112310,,2000,114250021.636719,97960.4534721797
7366,2002,CA,CCO,LAC,CHERRY FIRE,00172482,2002/08/25 00:00:00+00,2002/08/25 00:00:00+00,14,6,1,159.3011,,,,00172482,,2000,953560.48046875,5672.70769406322
7367,2002,CA,CCO,LAC,FREEWAY FIRE II,00177557,2002/09/01 00:00:00+00,2002/09/03 00:00:00+00,7,6,1,1028.471,,,,00177557,,2000,6148273.65625,17099.3513829266
7368,2002,CA,CCO,LAC,SHANNON FIRE,00102688,2002/05/23 00:00:00+00,2002/05/23 00:00:00+00,14,7,1,298.9299,,,,00102688,,2000,1786884.8828125,6990.02564131324
7369,2002,CA,CCO,LAC,RIDGE FIRE,00111675,2002/06/04 00:00:00+00,2002/06/04 00:00:00+00,7,6,1,118.3375,,,,00111675,,2000,707068.14453125,5796.44940025007
7370,2002,CA,CCO,LAC,BURLWOOD,00101874,2002/05/22 00:00:00+00,2002/05/22 00:00:00+00,7,1,1,66.40936,,,,00101874,,2000,396360.2734375,4315.61138073755
7371,2002,CA,CCO,LAC,OASIS FIRE,00187107,2002/09/14 00:00:00+00,2002/09/14 00:00:00+00,7,2,1,1151.388,,,,00187107,,2000,6870329.41015625,20642.7657311608
7372,2002,CA,CCO,LAC,CAMBRIDGE,00201324,2002/10/08 00:00:00+00,2002/10/08 00:00:00+00,14,6,1,108.0377,,,,00201324,,2000,644749.765625,5426.339137702
7373,2002,CA,CCO,LAC,QUARRY FIRE,00180003,2002/09/04 00:00:00+00,2002/09/04 00:00:00+00,14,6,1,81.99478,,,,00180003,,2000,488971.18359375,5284.57146944283
7377,2002,CA,CCO,LAC,MOUNTAIN FIRE,00009902,2002/09/09 00:00:00+00,2002/09/11 00:00:00+00,14,1,1,749.0938,,,,00009902,,2000,4442023.3203125,10393.0244878887
7484,2001,CA,CCO,LAC,SLOAN FIRE,00001170,2001/08/27 00:00:00+00,,14,,1,1788.64,,,,00052400,,2000,10683789.8789062,23862.3423843439
7485,2001,CA,CCO,LAC,STABLES FIRE,00000002,2001/10/12 00:00:00+00,,14,,1,6401.868,,,,00099200,,2000,38231266.6953125,56751.1726925356
7598,2001,CA,CCO,LAC,GLENDORA FIRE,00001139,2001/07/15 00:00:00+00,,14,,1,36.24531,,,,00000900,,2000,214751.8203125,2315.55345206774
7599,2001,CA,CCO,LAC,TEMPLIN FIRE,00001167,2001/08/24 00:00:00+00,,14,,1,52.0729,,,,00088800,,2000,311290.26171875,2888.61742067633
7600,2001,CA,CCO,LAC,BOUQUET FIRE,00001133,2001/07/07 00:00:00+00,,14,,1,194.0872,,,,00085600,,2000,1158506.3984375,7824.83643756723
7661,2000,CA,CCO,LAC,YUCCA,00001623,2000/09/13 00:00:00+00,,14,,1,788.8675,,,,00092000,,2000,4712729.17578125,17420.6072703588
7662,2000,CA,CCO,LAC,WEST,00001366,2000/08/04 00:00:00+00,,14,,1,121.432,,,,00006000,,2000,723453.93359375,4792.32017422496
7699,2000,CA,CCO,LAC,ORCAS,00001864,2000/10/22 00:00:00+00,,14,,1,35.4088,,,,00059000,,2000,210400.80078125,2176.73696007717
7700,2000,CA,CCO,LAC,BURKE,00002298,2000/02/25 00:00:00+00,,14,,1,171.8867,,,,00042000,,2000,1025806.69921875,5448.24117585532
7782,2000,CA,CCO,LAC,LAKE,00001261,2000/07/19 00:00:00+00,,14,,1,73.86954,,,,00003000,,2000,443022.62109375,3120.04205741338
7784,2000,CA,CCO,LAC,DRY,00000975,2000/06/06 00:00:00+00,,14,,1,253.3635,,,,00013000,,2000,1515426.56640625,5046.69473689221
7816,2000,CA,CCO,LAC,CALABASAS,00001008,2000/06/11 00:00:00+00,2000/06/12 00:00:00+00,14,5,1,1024.243,,,,00045000,,2000,6072928.26171875,12488.2458617427
